Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-06-05,Scott Pilgrim vs. the World,2010,https://boxd.it/1UfcdD,5,Yes,,2021-06-04
2021-06-05,Us Again,2021,https://boxd.it/1UhPpR,3.5,,,2021-06-04
2021-06-05,Raya and the Last Dragon,2021,https://boxd.it/1UhRMX,3.5,,,2021-06-04
2021-06-08,Bo Burnham: Inside,2021,https://boxd.it/1UKZVr,5,Yes,,2021-06-08
2021-06-08,Frozen,2013,https://boxd.it/1UOCyn,3.5,Yes,,2021-06-08
2021-06-09,Big Time Adolescence,2019,https://boxd.it/1UTWm7,3.5,,,2021-06-09
2021-06-11,The Way Way Back,2013,https://boxd.it/1V786V,2.5,,,2021-06-10
2021-06-20,Luca,2021,https://boxd.it/1WdVrz,4,,,2021-06-20
2021-06-21,Jennifer's Body,2009,https://boxd.it/1WoKQF,2.5,,,2021-06-21
2021-06-23,"Crazy, Stupid, Love.",2011,https://boxd.it/1WEsr5,3,,,2021-06-23
2021-06-25,In the Heights,2021,https://boxd.it/1WSldt,3.5,,,2021-06-23
2021-06-28,The New Mutants,2020,https://boxd.it/1XeJ4z,1,,,2021-06-27
2021-06-28,"Yes, God, Yes",2019,https://boxd.it/1XiSvH,3,,,2021-06-28
2021-06-30,Midnight in Paris,2011,https://boxd.it/1XvKbF,1.5,,,2021-06-29
2021-07-01,National Theatre Live: Fleabag,2019,https://boxd.it/1XAGcz,4,,,2021-06-30
2021-07-01,SOUR Prom,2021,https://boxd.it/1XBnH1,3,,,2021-06-30
2021-07-01,A Bug's Life,1998,https://boxd.it/1XE0O5,3,,,2021-06-30
2021-07-02,Bridesmaids,2011,https://boxd.it/1XIhYp,3,,,2021-07-01
2021-07-02,Mean Girls,2004,https://boxd.it/1XIXsZ,4,,,2021-07-01
2021-07-04,Tangerine,2015,https://boxd.it/1Y2Dej,4,,,2021-07-03
2021-07-05,One Day,2011,https://boxd.it/1Y9HxD,1,,,2021-07-04
2021-07-05,Jackie,2016,https://boxd.it/1YdvRp,4.5,,,2021-07-04
2021-07-06,The Darjeeling Limited,2007,https://boxd.it/1Yl9af,3.5,,,2021-07-05
2021-07-07,"The Good, the Bart, and the Loki",2021,https://boxd.it/1YAzNx,2,,,2021-07-07
2021-07-08,"Monsters, Inc.",2001,https://boxd.it/1YC48H,4,Yes,,2021-07-07
2021-07-08,Black Widow,2021,https://boxd.it/1YG4uB,3.5,,profile,2021-07-07
2021-07-09,Monsters University,2013,https://boxd.it/1YOnar,3,Yes,,2021-07-09
2021-07-11,Cruella,2021,https://boxd.it/1Z7J1z,2,,,2021-07-10
2021-07-12,Auntie Edna,2018,https://boxd.it/1ZiMwd,3,,,2021-07-11
2021-07-12,Shiva Baby,2020,https://boxd.it/1ZjepJ,4.5,,,2021-07-12
2021-07-15,Loki,2021,https://boxd.it/1ZEpep,4,,,2021-07-14
2021-07-16,Space Jam,1996,https://boxd.it/1ZNbqJ,2,,,2021-07-15
2021-07-20,Moana,2016,https://boxd.it/20tTQF,4,Yes,,2021-07-17
2021-07-20,Fantastic Mr. Fox,2009,https://boxd.it/20tVrR,4,,,2021-07-19
2021-07-20,Bottle Rocket,1996,https://boxd.it/20wk5F,3,,,2021-07-20
2021-07-21,Rushmore,1998,https://boxd.it/20B8FB,3.5,,,2021-07-20
2021-07-21,The Royal Tenenbaums,2001,https://boxd.it/20FOfN,4.5,Yes,,2021-07-21
2021-07-22,The Life Aquatic with Steve Zissou,2004,https://boxd.it/20JqLX,3.5,,,2021-07-21
2021-07-22,Moonrise Kingdom,2012,https://boxd.it/20MOBt,4.5,,,2021-07-21
2021-07-22,Hotel Chevalier,2007,https://boxd.it/20N7Hb,3,,,2021-07-22
2021-07-22,Castello Cavalcanti,2013,https://boxd.it/20NdRB,2.5,,,2021-07-22
2021-07-22,Cousin Ben Troop Screening,2012,https://boxd.it/20Nfwl,3.5,,,2021-07-22
2021-07-22,Do You Like to Read?,2012,https://boxd.it/20NlJv,3,,,2021-07-22
2021-07-23,Isle of Dogs,2018,https://boxd.it/20R8df,4.5,,,2021-07-22
2021-07-23,Bottle Rocket,1993,https://boxd.it/20RpOd,2.5,,,2021-07-22
2021-07-23,The Grand Budapest Hotel,2014,https://boxd.it/20VTwr,5,Yes,,2021-07-22
2021-07-25,Toy Story,1995,https://boxd.it/21i1Ab,4,Yes,,2021-07-25
2021-07-26,Toy Story 2,1999,https://boxd.it/21iB7J,4,Yes,,2021-07-25
2021-07-27,Toy Story 3,2010,https://boxd.it/21sVd3,4.5,Yes,,2021-07-26
2021-07-27,Toy Story 4,2019,https://boxd.it/21wRBX,4.5,Yes,,2021-07-26
2021-07-27,Not Another Teen Movie,2001,https://boxd.it/21yBsf,3,,,2021-07-27
2021-07-30,The Tomorrow War,2021,https://boxd.it/21WSnz,1,,,2021-07-29
2021-08-01,The Suicide Squad,2021,https://boxd.it/229QJz,4,,,2021-07-30
2021-08-02,Onward,2020,https://boxd.it/22pEhv,4.5,Yes,,2021-07-31
2021-08-04,Gone Girl,2014,https://boxd.it/22FYTB,4.5,,,2021-08-03
2021-08-05,Coco,2017,https://boxd.it/22Pwcz,4.5,Yes,,2021-08-04
2021-08-05,Easy A,2010,https://boxd.it/22QxW1,4,Yes,,2021-08-05
2021-08-06,The Good Dinosaur,2015,https://boxd.it/22TxKF,2.5,Yes,,2021-08-05
2021-08-06,Zodiac,2007,https://boxd.it/22XMWp,4,,,2021-08-05
2021-08-09,Brave,2012,https://boxd.it/23mRDH,3,Yes,,2021-08-06
2021-08-11,Finding Nemo,2003,https://boxd.it/23GZJX,4.5,Yes,,2021-08-08
2021-08-11,Up,2009,https://boxd.it/23H0XV,5,Yes,,2021-08-08
2021-08-12,Fight Club,1999,https://boxd.it/23Rvk1,4.5,,,2021-08-10
2021-08-13,Finding Dory,2016,https://boxd.it/23YMTV,3.5,Yes,,2021-08-11
2021-08-13,Zola,2020,https://boxd.it/240z3V,3.5,,,2021-08-11
2021-08-15,Space Jam: A New Legacy,2021,https://boxd.it/24eZM1,1,,,2021-08-11
2021-08-15,Free Guy,2021,https://boxd.it/24hzy9,3.5,,,2021-08-13
2021-08-18,Cars,2006,https://boxd.it/24J40h,2.5,Yes,,2021-08-17
2021-08-22,Cars 2,2011,https://boxd.it/25dpA1,3,Yes,,2021-08-19
2021-08-22,Cars 3,2017,https://boxd.it/25fibx,2.5,Yes,,2021-08-19
2021-08-22,Vivo,2021,https://boxd.it/25fjZD,2,,,2021-08-21
2021-08-26,Inside Out,2015,https://boxd.it/25PMDD,5,Yes,,2021-08-25
2021-08-28,Ratatouille,2007,https://boxd.it/265boX,4,Yes,,2021-08-26
2021-08-28,The Bling Ring,2013,https://boxd.it/265zFN,2,,,2021-08-26
2021-08-28,The Princess Bride,1987,https://boxd.it/269bWj,3,,,2021-08-27
2021-08-28,The Witcher: Nightmare of the Wolf,2021,https://boxd.it/269mXx,4,,,2021-08-28
2021-08-29,Vacation Friends,2021,https://boxd.it/26cgPX,1.5,,,2021-08-28
2021-08-29,WALL·E,2008,https://boxd.it/26dilH,5,Yes,,2021-08-28
2021-08-29,Black Bear,2020,https://boxd.it/26lxx5,4,,,2021-08-28
2021-08-30,Soul,2020,https://boxd.it/26musX,4.5,Yes,,2021-08-29
2021-09-02,He's All That,2021,https://boxd.it/26Q4jl,0.5,,,2021-09-01
2021-09-03,Luca,2021,https://boxd.it/26WfM1,4,Yes,,2021-09-02
2021-09-03,The Social Network,2010,https://boxd.it/26Z7U3,5,Yes,,2021-09-03
2021-09-05,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/27e1oP,4,,,2021-09-03
2021-09-07,Cinderella,2021,https://boxd.it/27wKLF,0.5,,,2021-09-05
2021-09-07,Happier Than Ever: A Love Letter to Los Angeles,2021,https://boxd.it/27xiQz,3.5,,,2021-09-06
2021-09-08,Reminiscence,2021,https://boxd.it/27GGqD,1.5,,,2021-09-06
2021-09-08,Annette,2021,https://boxd.it/27Llff,3.5,,,2021-09-07
2021-09-11,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/283u3j,4,Yes,,2021-09-09
2021-09-12,The Dark Knight,2008,https://boxd.it/28fKIV,5,Yes,,2021-09-11
2021-09-16,In the Mood for Love,2000,https://boxd.it/28Pu3p,4.5,,,2021-09-15
2021-09-25,Dug Days,2021,https://boxd.it/29XfN3,3.5,,,2021-09-15
2021-09-23,The Truman Show,1998,https://boxd.it/29GWoV,3,,,2021-09-20
2021-09-27,Folklore: The Long Pond Studio Sessions,2020,https://boxd.it/2ahLp3,3.5,,,2021-09-24
2021-09-27,The Matrix,1999,https://boxd.it/2ahNQv,4,,,2021-09-27
2021-09-28,Oldboy,2003,https://boxd.it/2amSYz,4.5,,,2021-09-27
2021-09-28,Pitch Perfect,2012,https://boxd.it/2aqVtR,3,,,2021-09-28
2021-09-29,The Green Knight,2021,https://boxd.it/2axZGT,4.5,,,2021-09-28
2021-10-03,The Guilty,2021,https://boxd.it/2b4OlB,3.5,,,2021-09-29
2021-10-08,Spencer,2021,https://boxd.it/2bQ3mX,4.5,,profile,2021-10-07
2021-10-10,Last Night in Soho,2021,https://boxd.it/2c8U1f,2.5,,,2021-10-09
2021-10-12,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/2cvlAb,5,,,2021-10-10
2021-10-15,The Power of the Dog,2021,https://boxd.it/2cRs1V,4,,,2021-10-11
2021-10-18,Titane,2021,https://boxd.it/2dp9Rh,4,,,2021-10-14
2021-10-19,The Tragedy of Macbeth,2021,https://boxd.it/2dAAUp,3.5,,,2021-10-17
2021-10-20,Venom,2018,https://boxd.it/2dFZAJ,1.5,Yes,,2021-10-18
2021-10-21,Venom: Let There Be Carnage,2021,https://boxd.it/2dR5Ud,1,,,2021-10-18
2021-10-26,Dune,2021,https://boxd.it/2eEBx9,5,,,2021-10-23
2021-10-26,Black Widow,2021,https://boxd.it/2eF9Zh,3,Yes,,2021-10-24
2021-10-31,Dune,2021,https://boxd.it/2fqkgh,5,Yes,,2021-10-28
2021-11-03,LEGO Star Wars Terrifying Tales,2021,https://boxd.it/2g0NRt,2,,,2021-11-02
2021-11-14,The Simpsons in Plusaversary,2021,https://boxd.it/2hEdCL,1.5,,,2021-11-12
2021-11-14,Eternals,2021,https://boxd.it/2hFlV9,3.5,,,2021-11-12
2021-11-14,Scott Pilgrim vs. the World,2010,https://boxd.it/2hFpGx,5,Yes,,2021-11-13
2021-11-14,All Too Well: The Short Film,2021,https://boxd.it/2hG075,3,,,2021-11-13
2021-11-16,Olaf Presents,2021,https://boxd.it/2i4h8H,3.5,,,2021-11-15
2021-11-16,Ciao Alberto,2021,https://boxd.it/2i4htP,3,,,2021-11-15
2021-11-25,Spider-Man,2002,https://boxd.it/2jnwa1,2.5,Yes,,2021-11-22
2021-11-29,Scenes from a Marriage,2021,https://boxd.it/2jY2Ax,4,,,2021-11-24
2021-12-03,Spider-Man 2,2004,https://boxd.it/2kzlY3,3,Yes,,2021-11-27
2021-12-08,Spider-Man 3,2007,https://boxd.it/2lkQyJ,1.5,Yes,,2021-12-02
2021-12-11,The Amazing Spider-Man,2012,https://boxd.it/2lK5NT,2.5,Yes,,2021-12-06
2021-12-12,The Amazing Spider-Man 2,2014,https://boxd.it/2lVm3Z,1.5,Yes,,2021-12-09
2021-12-13,Spider-Man: Homecoming,2017,https://boxd.it/2lZTQD,4.5,Yes,,2021-12-11
2021-12-14,Spider-Man: Far From Home,2019,https://boxd.it/2mfFWf,4.5,Yes,,2021-12-11
2021-12-15,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/2mnQf3,5,Yes,,2021-12-12
2021-12-19,Spider-Man: No Way Home,2021,https://boxd.it/2n2dDR,5,,,2021-12-15
2021-12-21,West Side Story,2021,https://boxd.it/2ntsz5,3.5,,,2021-12-20
2021-12-22,House of Gucci,2021,https://boxd.it/2nEtjf,1,,,2021-12-20
2021-12-23,Spider-Man: No Way Home,2021,https://boxd.it/2nKjY5,4.5,Yes,,2021-12-21
2021-12-24,Hawkeye,2021,https://boxd.it/2nZIBP,3,,,2021-12-22
2021-12-24,The Muppet Christmas Carol,1992,https://boxd.it/2nZWMH,2.5,,,2021-12-23
2021-12-24,Happiest Season,2020,https://boxd.it/2o1v8z,2.5,,,2021-12-23
2021-12-25,Encanto,2021,https://boxd.it/2ohRF3,4,,,2021-12-24
2021-12-25,Don't Look Up,2021,https://boxd.it/2oiIcD,4,,,2021-12-24
2021-12-25,Happy Christmas,2014,https://boxd.it/2oiQ2h,2,,,2021-12-25
2021-12-25,Elf,2003,https://boxd.it/2oiTrp,3.5,Yes,,2021-12-25
2021-12-27,Red Notice,2021,https://boxd.it/2oNePx,1.5,,,2021-12-26
2021-12-30,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/2pBzFt,4,Yes,,2021-12-30
2022-01-02,Chaos Walking,2021,https://boxd.it/2qlI73,2,,,2021-12-31
2022-01-04,Licorice Pizza,2021,https://boxd.it/2r4opr,4,,,2022-01-01
2022-01-04,Harry Potter 20th Anniversary: Return to Hogwarts,2022,https://boxd.it/2qUu6b,3,,,2022-01-02
2022-01-08,Hercules,1997,https://boxd.it/2rWyij,4,Yes,,2022-01-04
2022-01-08,Tangled,2010,https://boxd.it/2rWPT7,4,Yes,,2022-01-04
2022-01-08,The Last Duel,2021,https://boxd.it/2rXlRx,4,,,2022-01-05
2022-01-10,"tick, tick... BOOM!",2021,https://boxd.it/2sA5ub,4,,,2022-01-06
2022-01-10,Jungle Cruise,2021,https://boxd.it/2sFGZl,1,,,2022-01-09
2022-01-12,Being the Ricardos,2021,https://boxd.it/2t9CB5,2,,,2022-01-11
2022-01-14,The Lost Daughter,2021,https://boxd.it/2tGfbz,4,,,2022-01-11
2022-01-16,Shithouse,2020,https://boxd.it/2u5mK7,4.5,,,2022-01-15
2022-01-18,The Summit of the Gods,2021,https://boxd.it/2uz1iB,4.5,,,2022-01-15
2022-01-18,Scream,1996,https://boxd.it/2uAXYd,4,,,2022-01-16
2022-01-18,Ready or Not,2019,https://boxd.it/2uAZv3,3.5,,,2022-01-17
2022-01-18,Memoria,2021,https://boxd.it/2uGTmh,2.5,,,2022-01-17
2022-01-20,The Suicide Squad,2021,https://boxd.it/2v3C63,4,Yes,,2022-01-19
2022-01-20,Frozen II,2019,https://boxd.it/2v5GLt,2.5,Yes,,2022-01-19
2022-01-21,The Kid Detective,2020,https://boxd.it/2vb5P1,3.5,,,2022-01-20
2022-01-21,Big Hero 6,2014,https://boxd.it/2vb6aX,4.5,Yes,,2022-01-20
2022-01-25,Good Time,2017,https://boxd.it/2wawjj,4.5,,,2022-01-24
2022-01-30,Belfast,2021,https://boxd.it/2x1wRr,2.5,,,2022-01-28
2022-02-06,Devs,2020,https://boxd.it/2ykmOJ,3.5,,,2022-02-05
2022-02-07,The Souvenir,2019,https://boxd.it/2yx6Px,4,,,2022-02-06
2022-02-07,The Souvenir: Part II,2021,https://boxd.it/2yEYvl,4.5,,,2022-02-06
2022-02-10,Middleditch & Schwartz,2020,https://boxd.it/2zdYp3,5,Yes,,2022-02-09
2022-02-15,Ghostbusters: Afterlife,2021,https://boxd.it/2A0UhH,1.5,,,2022-02-12
2022-02-15,Uncharted,2022,https://boxd.it/2A6DFp,2.5,,,2022-02-14
2022-02-17,I Want You Back,2022,https://boxd.it/2As86d,2.5,,,2022-02-16
2022-02-21,Petite Maman,2021,https://boxd.it/2B9PNZ,4,,,2022-02-20
2022-02-21,Batman,1966,https://boxd.it/2BfcRv,2.5,,,2022-02-20
2022-02-22,Batman,1989,https://boxd.it/2BmoKF,3,,,2022-02-21
2022-02-22,Batman Returns,1992,https://boxd.it/2BreDT,3.5,,,2022-02-21
2022-02-23,Batman: Mask of the Phantasm,1993,https://boxd.it/2BBdCv,4,,,2022-02-22
2022-02-23,Batman Forever,1995,https://boxd.it/2BGaDv,1.5,,,2022-02-23
2022-02-24,Batman & Robin,1997,https://boxd.it/2BI7fp,1,,,2022-02-23
2022-02-24,Catwoman,2004,https://boxd.it/2BLNG9,0.5,,,2022-02-23
2022-02-25,The Lego Batman Movie,2017,https://boxd.it/2BQYqh,4,Yes,,2022-02-24
2022-03-05,The Outfit,2022,https://boxd.it/2DbMcX,3,,,2022-03-02
2022-03-05,The Worst Person in the World,2021,https://boxd.it/2Df6Sb,5,,,2022-03-03
2022-03-05,The Batman,2022,https://boxd.it/2DjwOH,5,,profile,2022-03-04
2022-03-06,12 Years a Slave,2013,https://boxd.it/2DyxXF,4,,,2022-03-05
2022-03-08,Bergman Island,2021,https://boxd.it/2DT1LT,2,,,2022-03-07
2022-03-22,The Power of the Dog,2021,https://boxd.it/2Gwrpv,4.5,Yes,,2022-03-21
2022-03-22,The Batman,2022,https://boxd.it/2GzTGP,5,Yes,,2022-03-21
2022-03-24,Turning Red,2022,https://boxd.it/2GSceL,4,,,2022-03-22
2022-03-25,Batman Begins,2005,https://boxd.it/2H1m5H,3.5,Yes,,2022-03-23
2022-03-25,The Dark Knight,2008,https://boxd.it/2H6Hrz,4.5,Yes,,2022-03-24
2022-03-28,King Richard,2021,https://boxd.it/2HAUaL,4,,,2022-03-25
2022-03-28,CODA,2021,https://boxd.it/2HBaSJ,2.5,,,2022-03-26
2022-03-30,Nightmare Alley,2021,https://boxd.it/2HWDTD,3.5,,,2022-03-27
2022-03-30,Drive My Car,2021,https://boxd.it/2HWHvP,4,,,2022-03-27
2022-03-31,The Eyes of Tammy Faye,2021,https://boxd.it/2IapxV,3.5,,,2022-03-27
2022-03-31,Fresh,2022,https://boxd.it/2IbIhz,3.5,,,2022-03-28
2022-03-31,The Worst Person in the World,2021,https://boxd.it/2IbLCv,5,Yes,,2022-03-29
2022-04-01,Red Rocket,2021,https://boxd.it/2Ij2wj,4,,,2022-03-31
2022-04-01,OLIVIA RODRIGO: driving home 2 u (a SOUR film),2022,https://boxd.it/2IkAuN,3.5,,,2022-04-01
2022-04-02,Sonic the Hedgehog 2,2022,https://boxd.it/2IuHYv,3,,,2022-04-01
2022-04-06,The Bubble,2022,https://boxd.it/2Jc1rH,2,,,2022-04-02
2022-04-07,Matthias & Maxime,2019,https://boxd.it/2JpuTr,3.5,,,2022-04-03
2022-04-08,Better Nate Than Ever,2022,https://boxd.it/2JzA53,2.5,,,2022-04-03
2022-04-09,CODA,2021,https://boxd.it/2JJhAB,2.5,Yes,,2022-04-04
2022-04-11,Silver Linings Playbook,2012,https://boxd.it/2K9rnz,2.5,,,2022-04-08
2022-04-13,Zootopia,2016,https://boxd.it/2KvG2b,4.5,Yes,,2022-04-11
2022-04-14,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/2KEzc7,2,Yes,,2022-04-13
2022-04-14,Fantastic Beasts: The Crimes of Grindelwald,2018,https://boxd.it/2KEALx,1.5,Yes,,2022-04-13
2022-04-15,Morbius,2022,https://boxd.it/2KLam1,1,,,2022-04-13
2022-04-24,The Northman,2022,https://boxd.it/2MusK5,4,,,2022-04-16
2022-04-24,Barb & Star Go to Vista Del Mar,2021,https://boxd.it/2Mut7D,3.5,,,2022-04-18
2022-04-24,WandaVision,2021,https://boxd.it/2Muxyj,4.5,Yes,,2022-04-22
2022-04-24,When Billie Met Lisa,2022,https://boxd.it/2Muy0H,2,,,2022-04-22
2022-04-24,What We Do in the Shadows,2014,https://boxd.it/2MuyXp,3.5,Yes,,2022-04-24
2022-04-26,The Talented Mr. Ripley,1999,https://boxd.it/2MUx3n,4.5,,,2022-04-26
2022-05-04,Doctor Strange,2016,https://boxd.it/2Of2ix,3.5,Yes,,2022-05-01
2022-05-05,Moon Knight,2022,https://boxd.it/2Op1rX,3,,,2022-05-04
2022-05-10,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2Pm8op,3,,,2022-05-06
2022-05-12,Drive,2011,https://boxd.it/2PGHaH,3,,,2022-05-09
2022-05-15,Senior Year,2022,https://boxd.it/2QbiMX,2,,,2022-05-14
2022-05-21,Chip 'n Dale: Rescue Rangers,2022,https://boxd.it/2RfMFT,3,,,2022-05-21
2022-05-23,Spring Breakers,2012,https://boxd.it/2RFxoZ,1.5,,,2022-05-23
2022-05-25,The Lost City,2022,https://boxd.it/2S0iEP,2.5,,,2022-05-24
2022-05-26,Everything Everywhere All at Once,2022,https://boxd.it/2Sa94N,5,,,2022-05-24
2022-05-27,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/2SoTuF,1,Yes,,2022-05-27
2022-05-27,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/2Srs7F,1,Yes,,2022-05-27
2022-05-28,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/2SsRaV,2.5,Yes,,2022-05-27
2022-05-31,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2T3r7l,3,Yes,,2022-05-30
2022-05-31,Everything Everywhere All at Once,2022,https://boxd.it/2T3xXn,5,Yes,,2022-05-30
2022-06-02,Fantastic Beasts: The Secrets of Dumbledore,2022,https://boxd.it/2Tn6B5,1.5,,,2022-06-01
2022-06-14,Fire Island,2022,https://boxd.it/2VDed1,3.5,,,2022-06-14
2022-06-15,"Good Luck to You, Leo Grande",2022,https://boxd.it/2VI7eL,4,,,2022-06-14
2022-06-16,The Woman Who Ran,2020,https://boxd.it/2VPpbT,2,,,2022-06-15
2022-06-16,Romeo + Juliet,1996,https://boxd.it/2VPKjz,3,,,2022-06-15
2022-06-16,Men,2022,https://boxd.it/2VT9eP,2,,,2022-06-15
2022-06-19,Lightyear,2022,https://boxd.it/2WxbLV,2.5,,,2022-06-18
2022-06-21,Cha Cha Real Smooth,2022,https://boxd.it/2WPaoH,4,,,2022-06-20
2022-06-27,Obi-Wan Kenobi,2022,https://boxd.it/2Y0kM1,3,,,2022-06-22
2022-06-29,Fire Island,2022,https://boxd.it/2Ynpr9,3.5,Yes,,2022-06-28
2022-06-30,Top Gun: Maverick,2022,https://boxd.it/2Yz9uv,4,,,2022-06-29
2022-07-02,Elvis,2022,https://boxd.it/2YQ9K3,4,,,2022-06-30
2022-07-04,Everything Everywhere All at Once,2022,https://boxd.it/2ZbReR,5,Yes,,2022-07-03
2022-07-08,Thor: Ragnarok,2017,https://boxd.it/302bP3,3.5,Yes,,2022-07-05
2022-07-09,Thor: Love and Thunder,2022,https://boxd.it/309Ebb,3.5,,,2022-07-07
2022-07-10,The Spectacular Now,2013,https://boxd.it/30rklh,1.5,,,2022-07-09
2022-07-10,Wine Country,2019,https://boxd.it/30rXmt,1,,,2022-07-10
2022-07-15,The Edge of Seventeen,2016,https://boxd.it/31qHFL,3.5,,,2022-07-13
2022-07-15,The Adam Project,2022,https://boxd.it/31rDbp,2,,,2022-07-15
2022-07-19,La La Land,2016,https://boxd.it/32bNRR,5,Yes,,2022-07-17
2022-07-21,Ms. Marvel,2022,https://boxd.it/32ztJr,3.5,,,2022-07-19
2022-07-21,"Paris, Texas",1984,https://boxd.it/32AkXh,4.5,,,2022-07-19
2022-07-22,Mr. & Mrs. Smith,2005,https://boxd.it/32NwN5,2,,,2022-07-21
2022-07-24,Two for the Road,1967,https://boxd.it/33dazd,4,,,2022-07-23
2022-07-25,Lost in Translation,2003,https://boxd.it/33oZSR,2,,,2022-07-24
2022-07-26,The Gray Man,2022,https://boxd.it/33EoTP,1.5,,,2022-07-25
2022-07-27,Persuasion,2022,https://boxd.it/33Qppv,1,,,2022-07-26
2022-07-28,For a Few Dollars More,1965,https://boxd.it/34qN4D,3.5,,,2022-07-27
2022-07-30,Love & Other Drugs,2010,https://boxd.it/34JSzz,2,,,2022-07-29
2022-08-03,Bullet Train,2022,https://boxd.it/35HcO3,3.5,,,2022-08-02
2022-08-05,Thor: Love and Thunder,2022,https://boxd.it/35Zknl,3,Yes,,2022-08-03
2022-08-05,Wizards of Waverly Place: The Movie,2009,https://boxd.it/360C8l,3,Yes,,2022-08-04
2022-08-11,Not Okay,2022,https://boxd.it/37qaBl,3.5,,,2022-08-10
2022-08-12,LEGO Star Wars Summer Vacation,2022,https://boxd.it/37wi5f,2,,,2022-08-11
2022-08-12,Groot's First Steps,2022,https://boxd.it/37wlhN,2.5,,,2022-08-11
2022-08-12,The Little Guy,2022,https://boxd.it/37wmeZ,3,,,2022-08-11
2022-08-12,Groot's Pursuit,2022,https://boxd.it/37wpoN,3,,,2022-08-11
2022-08-12,Groot Takes a Bath,2022,https://boxd.it/37wqkH,3,,,2022-08-11
2022-08-12,Magnum Opus,2022,https://boxd.it/37ws5f,2.5,,,2022-08-11
2022-08-15,Funny Pages,2022,https://boxd.it/38ed0x,3.5,,,2022-08-14
2022-08-17,Aftersun,2022,https://boxd.it/38zvrt,4.5,,,2022-08-15
2022-08-17,Nope,2022,https://boxd.it/38E0VR,4,,,2022-08-15
2022-08-17,Kicking and Screaming,1995,https://boxd.it/38EVNv,3,,,2022-08-16
2022-08-18,While We're Young,2014,https://boxd.it/38KPDB,3.5,,,2022-08-17
2022-08-21,Columbus,2017,https://boxd.it/39rtvB,4.5,,,2022-08-20
2022-08-22,After Yang,2021,https://boxd.it/39Dy1Z,4,,,2022-08-20
2022-08-22,HOMECOMING: A film by Beyoncé,2019,https://boxd.it/39EZsP,4.5,,,2022-08-21
2022-08-24,Bodies Bodies Bodies,2022,https://boxd.it/3a1233,4.5,,,2022-08-23
2022-08-28,Spider-Man: No Way Home,2021,https://boxd.it/3aOZIn,4.5,Yes,,2022-08-26
2022-09-01,Princess,2022,https://boxd.it/3bu70P,2.5,,,2022-08-31
2022-09-01,Living,2022,https://boxd.it/3bB4Nt,3.5,,,2022-08-31
2022-09-02,White Noise,2022,https://boxd.it/3bCsJ3,3.5,,,2022-09-01
2022-09-03,Bobi Wine: The People's President,2022,https://boxd.it/3bLiC5,3,,,2022-09-01
2022-09-03,A Couple,2022,https://boxd.it/3bLWh7,1.5,,,2022-09-01
2022-09-04,TÁR,2022,https://boxd.it/3bWp9h,4.5,,,2022-09-02
2022-09-04,"BARDO, False Chronicle of a Handful of Truths",2022,https://boxd.it/3bZvOr,4,,,2022-09-02
2022-09-05,Bones and All,2022,https://boxd.it/3c99HX,4,,,2022-09-03
2022-09-05,Athena,2022,https://boxd.it/3ccoZ9,3.5,,,2022-09-03
2022-09-05,All the Beauty and the Bloodshed,2022,https://boxd.it/3cfkOn,4.5,,,2022-09-03
2022-09-05,Argentina 1985,2022,https://boxd.it/3cmHzT,3,,,2022-09-04
2022-09-05,Master Gardener,2022,https://boxd.it/3cmVbL,1.5,,,2022-09-04
2022-09-06,Monica,2022,https://boxd.it/3cnm7L,2.5,,,2022-09-04
2022-09-07,L'immensità,2022,https://boxd.it/3cADlB,3,,,2022-09-05
2022-09-07,The Whale,2022,https://boxd.it/3cFxVN,5,,,2022-09-05
2022-09-08,Other People's Children,2022,https://boxd.it/3cKKpF,3,,,2022-09-05
2022-09-08,Love Life,2022,https://boxd.it/3cLnWt,3.5,,,2022-09-06
2022-09-09,Don't Worry Darling,2022,https://boxd.it/3cUYpz,3.5,,,2022-09-06
2022-09-09,Lord of the Ants,2022,https://boxd.it/3cZ7oj,3,,,2022-09-06
2022-09-10,The Banshees of Inisherin,2022,https://boxd.it/3d4SLp,4.5,,,2022-09-06
2022-09-10,Saint Omer,2022,https://boxd.it/3df2B5,2,,,2022-09-07
2022-09-11,The Eternal Daughter,2022,https://boxd.it/3dgDVD,3.5,,,2022-09-07
2022-09-11,Beyond The Wall,2022,https://boxd.it/3dhCdx,3,,,2022-09-07
2022-09-11,Dreamin' Wild,2022,https://boxd.it/3dl27h,3.5,,,2022-09-08
2022-09-12,The Son,2022,https://boxd.it/3du6nL,2,,,2022-09-08
2022-09-13,Blonde,2022,https://boxd.it/3dHAPV,3,,,2022-09-08
